AreaName,Year,Pop-0-14,Pop>65,Density,Population,Female,Male,SexRatio,SurfaceArea
Fiji,2015,29.8,8.1,47.5,0.8700000000000001,0.43000000000000005,0.44,103.3,18
Fiji,2019,29.3,9.3,48.7,0.89,0.44,0.45,102.7,18
Fiji,2021,28.9,10,49.4,0.9,0.45,0.46,102.5,NA
Finland,2010,16.5,24.8,17.7,5.37,2.73,2.63,96.4,NA
Finland,2015,16.4,27,18,5.48,2.7800000000000002,2.7,96.9,338
Finland,2019,16,28.6,18.2,5.53,2.8,2.73,97.2,337
Finland,2021,15.6,29.4,18.3,5.55,2.8099999999999996,2.74,97.4,NA
France,2010,18.5,23.1,114.8,62.879999999999995,32.42,30.459999999999997,93.9,NA
France,2015,18.4,25,117.7,64.45,33.220000000000006,31.23,94,552
France,2019,17.8,26.5,118.9,65.13,33.61,31.52,93.8,552
France,2021,17.5,27.2,119.5,65.43,33.760000000000005,31.66,93.8,NA
French Guiana,2010,34.9,6.6,2.8,0.23,0.12000000000000001,0.12000000000000001,99.9,NA
French Guiana,2015,33.5,7.3,3.2,0.26,0.13,0.13,97.5,84
French Guiana,2019,32.1,8.6,3.5,0.29000000000000004,0.15000000000000002,0.14,97.8,84
French Guiana,2021,31.7,9.1,3.7,0.31,0.15000000000000002,0.15000000000000002,98,NA
French Polynesia,2010,25.5,9.3,72.8,0.27,0.13,0.14,104.9,NA
French Polynesia,2015,23.6,11.4,74.6,0.27,0.13,0.14,103.1,4
French Polynesia,2019,22.6,13.1,76.3,0.28,0.14,0.14,102.7,4
French Polynesia,2021,22,14.1,77.2,0.28,0.14,0.14,102.5,NA
Gabon,2010,37.4,6,6.3,1.62,0.8,0.8200000000000001,102.4,NA
Gabon,2015,36.3,5.4,7.6,1.95,0.96,0.99,103.8,268
Gabon,2019,37.2,5.3,8.4,2.17,1.07,1.11,103.7,268
Gabon,2021,37.4,5.4,8.8,2.2800000000000002,1.12,1.1600000000000001,103.6,NA
Gambia,2010,45.1,4.3,177.2,1.79,0.9,0.89,98.5,NA
Gambia,2015,44.5,4.1,206.1,2.09,1.05,1.03,98.4,11
Gambia,2019,44.1,3.9,232,2.3499999999999996,1.1800000000000002,1.1600000000000001,98.4,11
Gambia,2021,43.8,4,245.7,2.4899999999999998,1.25,1.23,98.4,NA
Georgia,2010,18,18.9,59,4.1,2.15,1.95,91,NA
Georgia,2015,19,20.1,57.9,4.02,2.1,1.92,91.4,70
Georgia,2019,20,21.2,57.5,4,2.09,1.91,91.1,70
Georgia,2021,20.3,21.9,57.3,3.98,2.08,1.9,91,NA
Germany,2010,13.6,26.1,231.9,80.83,41.21,39.620000000000005,96.1,NA
Germany,2015,13.2,27.5,234.6,81.79,41.56,40.220000000000006,96.8,357
Germany,2019,13.8,28.3,239.6,83.52,42.27,41.25,97.6,358
Germany,2021,14,29.1,240.7,83.9,42.4,41.5,97.9,NA
Ghana,2010,39.3,4.6,108.9,24.779999999999998,12.25,12.53,102.3,NA
Ghana,2015,38.2,4.8,122.4,27.85,13.739999999999998,14.1,102.6,239
Ghana,2019,37.4,5.2,133.7,30.419999999999998,15,15.42,102.8,239
Ghana,2021,36.9,5.4,139.5,31.73,15.65,16.09,102.8,NA
Gibraltar,2010,NA,NA,3358.5,0.03,NA,NA,NA,NA
Gibraltar,2015,NA,NA,3374.2,0.03,NA,NA,NA,0
Gibraltar,2019,NA,NA,3370.6,0.03,NA,NA,NA,0
Gibraltar,2021,NA,NA,3369.1,0.03,NA,NA,NA,NA
Greece,2010,15.1,24.8,84.5,10.89,5.54,5.35,96.6,NA
Greece,2015,14.6,26.5,82.7,10.66,5.430000000000001,5.23,96.4,132
Greece,2019,13.9,28.3,81.3,10.47,5.33,5.14,96.4,132
Greece,2021,13.4,29.2,80.5,10.370000000000001,5.28,5.09,96.4,NA
Greenland,2010,NA,NA,0.1,0.06,NA,NA,NA,NA
Greenland,2015,NA,NA,0.1,0.06,NA,NA,NA,2166
Greenland,2019,NA,NA,0.1,0.06,NA,NA,NA,2166
Greenland,2021,NA,NA,0.1,0.06,NA,NA,NA,NA
